"","Position","Age","Team_from","Team_to","Season","Market_value","Transfer_fee","Price_diff"
"3868","Centre-Forward",23,"Udinese Calcio","Watford","2015",5.5,8.4,2.9
"3869","Centre-Forward",21,"US Palermo","Torino","2015",5,8.4,3.4
"3870","Centre-Forward",22,"Burnley","Liverpool","2015",12,8.3,-3.7
"3871","Centre-Back",27,"Man Utd","West Brom","2015",6,8.3,2.3
"3872","Centre-Forward",19,"Club Brugge","Watford","2015",5,8.23,3.23
"3873","Central Midfield",28,"Norwich","Derby","2015",4,8.1,4.1
"3874","Attacking Midfield",29,"Atlético Madrid","Athletic Bilbao","2015",15,8,-7
"3875","Left Winger",22,"Chelsea","Bor. M'gladbach","2015",10,8,-2
"3876","Central Midfield",27,"Corinthians","BJ Sinobo Guoan","2015",9,8,-1
"3877","Defensive Midfield",23,"Shakhtar D.","Sampdoria","2015",9,8,-1
"3878","Centre-Forward",28,"Shakhtar D.","AC Milan","2015",8.5,8,-0.5
"3879","Centre-Back",23,"Granada CF","Inter","2015",8,8,0
"3880","Right Winger",24,"Málaga CF","Villarreal CF","2015",7.5,8,0.5
"3881","Defensive Midfield",26,"S?o Paulo","Fenerbahce","2015",7.5,8,0.5
"3882","Right Winger",20,"Málaga CF","Villarreal CF","2015",7.5,8,0.5
"3883","Defensive Midfield",26,"Stoke City","Sevilla FC","2015",7.5,8,0.5
"3884","Centre-Forward",30,"Galatasaray","BJ Sinobo Guoan","2015",7,8,1
"3885","Defensive Midfield",22,"River Plate","Atlético Madrid","2015",7,8,1
"3886","Centre-Forward",25,"Hannover 96","Stoke City","2015",6,8,2
"3887","Second Striker",24,"SC Freiburg","Bay. Leverkusen","2015",6,8,2
"3888","Left Midfield",19,"Fluminense","Chelsea","2015",6,8,2
"3889","Centre-Forward",20,"Werder Bremen","RB Leipzig","2015",5,8,3
"3890","Right Winger",23,"Bor. Dortmund","Bor. M'gladbach","2015",4,8,4
"3891","Central Midfield",20,"Atalanta","SSC Napoli","2015",2,8,6
"3892","Central Midfield",18,"Genoa","Juventus","2015",2,8,6
"3893","Left Midfield",31,"West Ham","Middlesbrough","2015",6,7.9,1.9
"3894","Centre-Back",26,"LOSC Lille","Fenerbahce","2015",8,7.65,-0.35
"3895","Left Winger",20,"Monaco","Marseille","2015",6.5,7.5,1
"3896","Centre-Back",19,"Hamburger SV","Bay. Leverkusen","2015",6,7.5,1.5
"3897","Centre-Forward",24,"Bursaspor","Villarreal CF","2015",5.5,7.5,2
"3898","Centre-Forward",24,"Rapid Vienna","Saint-étienne","2015",3,7.5,4.5
"3899","Centre-Back",21,"Dinamo Zagreb","Celtic","2015",2,7.5,5.5
"3900","Central Midfield",25,"León","Chivas","2015",3,7.3,4.3
"3901","Defensive Midfield",27,"Al-Jazira","SD Luneng","2015",7,7.2,0.2
"3902","Centre-Forward",26,"Elche CF","Real Sociedad","2015",6,7.2,1.2
"3903","Right Winger",18,"Fulham","Man City","2015",2.5,7.2,4.7
"3904","Left-Back",24,"Liaoning FC","HB CFFC","2015",0.225,7.1,6.875
"3905","Goalkeeper",26,"ZJ Greentown","JS Suning","2015",0.125,7.05,6.925
"3906","Right-Back",23,"Sporting CP","Southampton","2015",9.5,7,-2.5
"3907","Centre-Forward",32,"Benfica","Al-Ahli (UAE)","2015",8,7,-1
"3908","Right Winger",26,"Genoa","AS Roma","2015",8,7,-1
"3909","Defensive Midfield",31,"SSC Napoli","Leicester","2015",7.5,7,-0.5
"3910","Defensive Midfield",20,"Bursaspor","Fenerbahce","2015",7.5,7,-0.5
"3911","Right Winger",30,"FC Schalke 04","Al-Jazira","2015",7,7,0
"3912","Right Winger",22,"Málaga CF","Southampton","2015",7,7,0
"3913","Goalkeeper",23,"Club Brugge","Valencia CF","2015",7,7,0
"3914","Attacking Midfield",20,"Nacional","PSV Eindhoven","2015",7,7,0
"3915","Centre-Back",25,"Spurs","SSC Napoli","2015",6,7,1
"3916","Centre-Forward",24,"RC Cesena","Sassuolo","2015",6,7,1
"3917","Centre-Back",28,"Besiktas","HB CFFC","2015",5,7,2
"3918","Central Midfield",19,"Red Star","Liverpool","2015",3,7,4
"3919","Defensive Midfield",23,"Chelsea","Southampton","2015",2.5,7,4.5
"3920","Centre-Back",28,"Atalanta","Leicester","2015",1.3,7,5.7
"3921","Centre-Forward",26,"Shabab","Nasr","2015",1,6.8,5.8
"3922","Right Winger",24,"SH Shenxin","JS Suning","2015",0.15,6.75,6.6
"3923","Right Winger",23,"Hull City","Derby","2015",6.5,6.7,0.2
"3924","Centre-Forward",27,"Braga","Swansea","2015",6,6.7,0.7
"3925","Goalkeeper",25,"GZ R&F","GZ Evergrande","2015",0.2,6.7,6.5
"3926","Defensive Midfield",21,"FC Copenhagen","Leicester","2015",3,6.6,3.6
"3927","Centre-Forward",18,"Red Star","Benfica B","2015",1.75,6.6,4.85
"3928","Second Striker",31,"Juventus","Boca Juniors","2015",23,6.5,-16.5
"3929","Centre-Forward",31,"Man Utd","Fenerbahce","2015",15,6.5,-8.5
"3930","Centre-Back",23,"FC Schalke 04","Bay. Leverkusen","2015",7.5,6.5,-1
"3931","Attacking Midfield",24,"Spurs","Hamburger SV","2015",4,6.5,2.5
"3932","Centre-Forward",24,"Braga","Spartak Moscow","2015",3.5,6.5,3
"3933","Right Winger",23,"AZ Alkmaar","Watford","2015",3.5,6.5,3
"3934","Centre-Back",25,"Benfica","Dep. La Coru?a","2015",3,6.5,3.5
"3935","Centre-Back",27,"FC Lorient","Sunderland","2015",2.5,6.5,4
"3936","Centre-Forward",26,"GZ Evergrande","HB CFFC","2015",0.125,6.5,6.375
"3937","Second Striker",26,"Villarreal CF","Los Angeles","2015",9,6.35,-2.65
"3938","Left Winger",29,"GZ R&F","HB CFFC","2015",0.2,6.25,6.05
"3939","Left Winger",28,"Man Utd","Fenerbahce","2015",15,6,-9
"3940","Left Winger",30,"Dinamo Moscow","Olympique Lyon","2015",11.5,6,-5.5
"3941","Attacking Midfield",27,"Kuban Krasnodar","Spartak Moscow","2015",9.5,6,-3.5
"3942","Centre-Forward",26,"Werder Bremen","FC Schalke 04","2015",8.5,6,-2.5
"3943","Right Winger",28,"Spurs","Everton","2015",8.5,6,-2.5
"3944","Central Midfield",23,"Sampdoria","West Ham","2015",8,6,-2
"3945","Defensive Midfield",21,"Rio Ave FC","Monaco","2015",8,6,-2
"3946","Goalkeeper",28,"Espanyol","Real Madrid","2015",7.5,6,-1.5
"3947","Centre-Back",22,"1. FC K?ln","Spurs","2015",7.5,6,-1.5
"3948","Defensive Midfield",29,"Trabzonspor","HB CFFC","2015",6.25,6,-0.25
"3949","Centre-Forward",25,"SSC Napoli","TSG Hoffenheim","2015",6,6,0
"3950","Central Midfield",23,"AZ Alkmaar","AFC Ajax","2015",6,6,0
"3951","Right Winger",21,"FC Barcelona","Everton","2015",6,6,0
"3952","Centre-Forward",27,"Guingamp","Olympique Lyon","2015",5,6,1
"3953","Attacking Midfield",20,"Vit. Guimar?es","Atlético Madrid","2015",4,6,2
"3954","Right Winger",27,"Liverpool","Sevilla FC","2015",4,6,2
"3955","Central Midfield",23,"Atalanta","Torino","2015",3.8,6,2.2
"3956","Left Winger",24,"Chelsea","Sevilla FC","2015",3.5,6,2.5
"3957","Defensive Midfield",21,"Boca Juniors","AS Roma","2015",3.5,6,2.5
"3958","Centre-Back",21,"Besiktas","RB Leipzig","2015",2.5,6,3.5
"3959","Attacking Midfield",25,"G. Bordeaux","Newcastle","2015",2.5,6,3.5
"3960","Centre-Forward",30,"Leicester","Middlesbrough","2015",2,5.6,3.6
"3961","Second Striker",30,"Paris SG","HB CFFC","2015",9,5.5,-3.5
"3962","Central Midfield",23,"Juventus","Man Utd","2016",70,105,35
"3963","Centre-Forward",28,"SSC Napoli","Juventus","2016",65,90,25
"3964","Attacking Midfield",25,"Chelsea","SIPG","2016",35,60,25
"3965","Right Winger",29,"Zenit S-Pb","SIPG","2016",32,55.8,23.8
"3966","Centre-Back",22,"Everton","Man City","2016",28,55.6,27.6
"3967","Left Winger",20,"FC Schalke 04","Man City","2016",30,50.5,20.5
"3968","Defensive Midfield",23,"Bor. M'gladbach","Arsenal","2016",25,45,20
"3969","Attacking Midfield",27,"Bor. Dortmund","Man Utd","2016",30,42,12
"3970","Left Winger",24,"Southampton","Liverpool","2016",20,41.2,21.2
"3971","Centre-Back",24,"Valencia CF","Arsenal","2016",20,41,21
"3972","Attacking Midfield",23,"Sporting CP","Inter","2016",30,40,10
"3973","Central Midfield",23,"VfL Wolfsburg","Paris SG","2016",28,40,12
"3974","Centre-Forward",22,"Marseille","Chelsea","2016",15,39,24
"3975","Centre-Back",22,"Villarreal CF","Man Utd","2016",8,38,30
"3976","Central Midfield",22,"Valencia CF","FC Barcelona","2016",30,37,7
"3977","Defensive Midfield",25,"Leicester","Chelsea","2016",20,35.8,15.8
"3978","Centre-Back",27,"Bor. Dortmund","Bayern Munich ","2016",32,35,3
"3979","Centre-Back",29,"Paris SG","Chelsea","2016",28,35,7
"3980","Central Midfield",27,"Newcastle","Spurs","2016",13,35,22
"3981","Central Midfield",18,"Benfica","Bayern Munich ","2016",10,35,25
"3982","Central Midfield",26,"AS Roma","Juventus","2016",35,32,-3
"3983","Centre-Forward",19,"Palmeiras","Man City","2016",16,32,16
"3984","Centre-Forward",22,"AFC Ajax","SSC Napoli","2016",12,32,20
"3985","Centre-Forward",25,"Liverpool","Crystal Palace","2016",27,31.2,4.2
"3986","Centre-Forward",28,"Sporting CP","Leicester","2016",22,30.5,8.5
"3987","Centre-Forward",23,"Juventus","Real Madrid","2016",30,30,0
"3988","Centre-Forward",23,"Valencia CF","FC Barcelona","2016",25,30,5
"3989","Centre-Forward",29,"Sevilla FC","Atlético Madrid","2016",20,30,10
"3990","Left Winger",25,"VfL Wolfsburg","Bor. Dortmund","2016",18,30,12
"3991","Left Winger",20,"Benfica","Paris SG","2016",9,30,21
"3992","Second Striker",20,"Santos FC","Inter","2016",20,29.5,9.5
"3993","Attacking Midfield",29,"West Ham","Marseille","2016",30,29.3,-0.699999999999999
"3994","Left Winger",27,"Crystal Palace","Everton","2016",14,28.9,14.9
"3995","Defensive Midfield",26,"Sevilla FC","Paris SG","2016",30,27.5,-2.5
"3996","Central Midfield",25,"Newcastle","Liverpool","2016",20,27.5,7.5
"3997","Central Midfield",25,"Bor. Dortmund","Man City","2016",30,27,-3
"3998","Left Winger",28,"Benfica","Atlético Madrid","2016",30,25,-5
"3999","Centre-Back",22,"Olympique Lyon","FC Barcelona","2016",15,25,10
"4000","Left Winger",23,"Real Madrid","Paris SG","2016",14,25,11
"4001","Left Winger",26,"Swansea","West Ham","2016",18,24.1,6.1
"4002","Centre-Back",29,"Zenit S-Pb","Valencia CF","2016",20,24,4
"4003","Central Midfield",21,"RB Salzburg","RB Leipzig","2016",11,24,13
"4004","Centre-Forward",27,"Watford","CC Yatai","2016",12,23.3,11.3
"4005","Left-Back",25,"Fiorentina","Chelsea","2016",9,23,14
"4006","Left Winger",21,"Dinamo Zagreb","Juventus","2016",8,23,15
"4007","Defensive Midfield",27,"Man Utd","Everton","2016",28,22.9,-5.1
"4008","Centre-Forward",19,"FC Basel","FC Schalke 04","2016",20,22.5,2.5
"4009","Centre-Forward",22,"AZ Alkmaar","Spurs","2016",6,22.1,16.1
"4010","Attacking Midfield",24,"Bayern Munich ","Bor. Dortmund","2016",35,22,-13
"4011","Right Winger",29,"Lazio","Inter","2016",23,22,-1
"4012","Right Winger",27,"BJ Sinobo Guoan","HB CFFC","2016",0.475,20.44,19.965
"4013","Central Midfield",27,"Zenit S-Pb","TJ Quanjian","2016",20,20,0
"4014","Centre-Forward",23,"TSG Hoffenheim","Bay. Leverkusen","2016",17,20,3
"4015","Central Midfield",22,"FC Lorient","Sunderland","2016",5,20,15
"4016","Centre-Forward",23,"CSKA Moscow","Leicester","2016",18,19.5,1.5
"4017","Centre-Back",22,"Atalanta","Juventus","2016",8,19,11
"4018","Attacking Midfield",22,"LOSC Lille","Southampton","2016",13,18.7,5.7
"4019","Left Winger",21,"Sampdoria","Sevilla FC","2016",6.5,18.2,11.7
"4020","Goalkeeper",33,"FC Barcelona","Man City","2016",15,18,3
"4021","Left Winger",29,"Celta de Vigo","Man City","2016",15,18,3
"4022","Centre-Back",25,"Dynamo Kyiv","Bay. Leverkusen","2016",15,18,3
"4023","Centre-Forward",28,"Genoa","SSC Napoli","2016",13,18,5
"4024","Right Winger",20,"Liverpool","Bournemouth","2016",7,18,11
"4025","Centre-Forward",27,"Villarreal CF","TJ Quanjian","2016",6,18,12
"4026","Centre-Forward",23,"Atlético Madrid","Swansea","2016",5,18,13
"4027","Defensive Midfield",23,"ZJ Greentown","HB CFFC","2016",0.1,17.8,17.7
"4028","Defensive Midfield",20,"KRC Genk","Leicester","2016",8,17.6,9.6
"4029","Centre-Forward",25,"SSC Napoli","Southampton","2016",15,17,2
"4030","Attacking Midfield",27,"US Palermo","Sevilla FC","2016",15,16.8,1.8
"4031","Right Winger",19,"Fluminense","AS Roma","2016",6,16.6,10.6
"4032","Left-Back",22,"Paris SG","FC Barcelona","2016",12,16.5,4.5
"4033","Left Winger",22,"Man Utd","Olympique Lyon","2016",25,16,-9
"4034","Right Winger",23,"Braga","Benfica","2016",15,16,1
"4035","Right-Back",24,"Sassuolo","Atlético Madrid","2016",13,16,3
"4036","Right Winger",24,"Newcastle","Crystal Palace","2016",9,15.6,6.6
"4037","Central Midfield",26,"Liverpool","Stoke City","2016",8,15.5,7.5
"4038","Defensive Midfield",24,"OGC Nice","Leicester","2016",7.5,15.5,8
"4039","Central Midfield",25,"Spurs","Hull City","2016",7.5,15.4,7.9
"4040","Centre-Forward",31,"Southampton","SD Luneng","2016",11,15.25,4.25
"4041","Left Winger",27,"Spurs","West Brom","2016",13,15.2,2.2
"4042","Right Winger",19,"Nottm Forest","RB Leipzig","2016",0.25,15.2,14.95
"4043","Left Midfield",25,"Norwich","Burnley","2016",8,15.1,7.1
"4044","Defensive Midfield",25,"Olympiacos","Crystal Palace","2016",8,15.1,7.1
"4045","Right Winger",24,"Chelsea","AS Roma","2016",20,15,-5
"4046","Defensive Midfield",25,"Bay. Leverkusen","Bor. M'gladbach","2016",12,15,3
"4047","Right Winger",19,"Stade Rennais","Bor. Dortmund","2016",12,15,3
"4048","Centre-Forward",31,"RB Salzburg","BJ Sinobo Guoan","2016",6,15,9
"4049","Central Midfield",20,"Bayern Munich ","Southampton","2016",6,15,9
"4050","Right-Back",23,"LOSC Lille","Monaco","2016",4,15,11
"4051","Left Winger",20,"Granada CF","Watford","2016",3,15,12
"4052","Right Winger",23,"Benfica","Wolves","2016",3,15,12
"4053","Attacking Midfield",22,"CF Pachuca","Chivas","2016",5,14.75,9.75
"4054","Defensive Midfield",19,"Bologna","SSC Napoli","2016",11,14.5,3.5
"4055","Defensive Midfield",25,"Southampton","Spurs","2016",15,14.4,-0.6
"4056","Second Striker",29,"Fulham","Aston Villa","2016",8,14.3,6.3
"4057","Centre-Forward",27,"Dep. La Coru?a","Arsenal","2016",12,14,2
"4058","Central Midfield",22,"Udinese Calcio","SSC Napoli","2016",12,14,2
"4059","Left Winger",23,"VfB Stuttgart","Hamburger SV","2016",10,14,4
"4060","Centre-Back",31,"Swansea","Everton","2016",8,14,6
"4061","Centre-Forward",20,"VfB Stuttgart","RB Leipzig","2016",8,14,6
"4062","Centre-Forward",23,"West Brom","Stoke City","2016",15,13.9,-1.1
"4063","Left-Back",24,"Leicester","Crystal Palace","2016",8,13.8,5.8
"4064","Left Winger",25,"Sampdoria","Villarreal CF","2016",14,13.75,-0.25
"4065","Left Winger",19,"KRC Genk","Bay. Leverkusen","2016",12.5,13.5,1
"4066","Centre-Forward",27,"Man City","Inter","2016",10,13.5,3.5
"4067","Left Winger",22,"Norwich","Southampton","2016",7.5,13.5,6
"4068","Left Winger",23,"AC Milan","AS Roma","2016",17,13,-4
"4069","Attacking Midfield",25,"Juventus","Watford","2016",16,13,-3
"4070","Left Winger",24,"Sassuolo","Villarreal CF","2016",12,13,1
"4071","Goalkeeper",27,"AFC Ajax","FC Barcelona","2016",12,13,1
"4072","Left-Back",21,"Marseille","Monaco","2016",6.5,13,6.5
"4073","Left-Back",22,"1. FC K?ln","VfL Wolfsburg","2016",4.5,13,8.5
"4074","Centre-Forward",26,"Bristol City","Aston Villa","2016",2.5,12.9,10.4
"4075","Defensive Midfield",24,"Sampdoria","Spartak Moscow","2016",11,12.5,1.5
"4076","Attacking Midfield",24,"1.FSV Mainz 05","VfL Wolfsburg","2016",10,12.5,2.5
"4077","Centre-Back",23,"Werder Bremen","Bor. M'gladbach","2016",7,12.5,5.5
"4078","Attacking Midfield",30,"SD Luneng","TJ Quanjian","2016",0.4,12.44,12.04
"4079","Defensive Midfield",20,"AFC Ajax","VfL Wolfsburg","2016",15,12,-3
"4080","Attacking Midfield",23,"Al-Jazira","West Ham","2016",9,12,3
"4081","Left-Back",22,"FC Lorient","Bor. Dortmund","2016",9,12,3
"4082","Central Midfield",25,"Bayern Munich ","Bor. Dortmund","2016",8,12,4
"4083","Centre-Back",27,"FC Porto","S?o Paulo","2016",8,12,4
"4084","Centre-Forward",28,"Olympiacos","TJ Teda","2016",6,12,6
"4085","Right Midfield",26,"Bournemouth","Newcastle","2016",6,12,6
"4086","Right Winger",29,"Hull City","West Ham","2016",5,12,7
"4087","Centre-Forward",25,"Crystal Palace","Newcastle","2016",3,12,9
"4089","Centre-Forward",27,"VfL Wolfsburg","Sporting CP","2016",7.5,11.85,4.35
"4090","Central Midfield",24,"Derby","Burnley","2016",1.5,11.8,10.3
"4091","Centre-Back",27,"West Ham","Crystal Palace","2016",6,11.7,5.7
"4092","Centre-Back",24,"PSV Eindhoven","VfL Wolfsburg","2016",7.75,11.5,3.75
"4093","Centre-Forward",25,"Werder Bremen","Liaoning FC","2016",5.5,11.5,6
"4094","Defensive Midfield",27,"Hull City","West Brom","2016",4.5,11.5,7
"4095","Centre-Back",27,"YB Funde","SZ FC","2016",0.175,11.5,11.325
"4096","Centre-Forward",30,"Man City","AS Roma","2016",18,11,-7
"4097","Attacking Midfield",23,"FC Twente","AFC Ajax","2016",11,11,0
"4098","Centre-Back",28,"Torino","Monaco","2016",10,11,1
"4099","Left Winger",21,"Marseille","Spurs","2016",7,11,4
"4100","Centre-Forward",25,"Leicester","TSG Hoffenheim","2016",5,11,6
"4101","Right-Back",29,"SD Luneng","HB CFFC","2016",0.45,10.95,10.5
"4102","Left-Back",27,"JS Suning","HB CFFC","2016",0.4,10.75,10.35
"4103","Second Striker",32,"Boca Juniors","SH Shenhua","2016",8.5,10.5,2
"4104","Left-Back",29,"Genoa","Inter","2016",6,10.5,4.5
"4105","Left-Back",26,"Sunderland","Crystal Palace","2016",6,10.5,4.5
"4106","Central Midfield",25,"Atalanta","Middlesbrough","2016",5,10.5,5.5
"4107","Centre-Forward",24,"Brentford","Aston Villa","2016",0.5,10.5,10
"4108","Centre-Back",24,"Al-Ahli (UAE)","TJ Quanjian","2016",0.4,10.5,10.1
"4109","Right Midfield",29,"SD Luneng","GZ Evergrande","2016",0.25,10.4,10.15
"4110","Central Midfield",22,"RSC Anderlecht","Sampdoria","2016",9,10,1
"4111","Left Winger",24,"Al Arabi","Rubin Kazan","2016",7.5,10,2.5
"4112","Central Midfield",20,"CA Rosario","Paris SG","2016",7.5,10,2.5
"4113","Centre-Back",26,"FC Empoli","SSC Napoli","2016",5.5,10,4.5
"4114","Centre-Back",18,"RB Salzburg","RB Leipzig","2016",5,10,5
"4115","Attacking Midfield",25,"Granada CF","Rubin Kazan","2016",3,10,7
"4116","Left Winger",18,"Dinamo Zagreb","VfL Wolfsburg","2016",1,10,9
"4117","Centre-Forward",24,"Atl. Nacional","Palmeiras","2016",1.75,9.85,8.1
"4118","Second Striker",29,"Sampdoria","Inter","2016",12,9.8,-2.2
"4119","Defensive Midfield",22,"Marseille","Juventus","2016",4,9.8,5.8
"4120","Left Winger",18,"Nordsjaelland","Bor. Dortmund","2016",1,9.75,8.75
"4121","Left-Back",29,"BJ Renhe","GZ Evergrande","2016",0.125,9.65,9.525
"4122","Attacking Midfield",26,"S?o Paulo","Sevilla FC","2016",9,9.5,0.5
"4123","Centre-Forward",25,"Toulouse","Sevilla FC","2016",9,9.5,0.5
"4124","Centre-Back",27,"Chelsea","Sunderland","2016",4.5,9.5,5
"4125","Centre-Forward",26,"Sevilla FC","Lazio","2016",10,9.45,-0.550000000000001
"4126","Centre-Forward",24,"Watford","Derby","2016",5.5,9.4,3.9
"4127","Attacking Midfield",23,"Spurs","Norwich","2016",3,9.4,6.4
"4128","Centre-Back",27,"West Brom","Aston Villa","2016",6,9.3,3.3
"4129","Defensive Midfield",21,"Grêmio","Hamburger SV","2016",9,9.2,0.199999999999999
"4130","Centre-Back",33,"Southampton","West Ham","2016",6,9.2,3.2
"4131","Centre-Forward",22,"Udinese Calcio","Internacional","2016",3,9.09,6.09
"4132","Right Midfield",27,"HN Jianye","HB CFFC","2016",0.225,9.05,8.825
"4133","Centre-Back",31,"Atlético Madrid","Inter","2016",16,9,-7
"4134","Attacking Midfield",24,"AS Roma","Torino","2016",12,9,-3
"4135","Central Midfield",22,"Montpellier","Marseille","2016",10,9,-1
"4136","Centre-Back",23,"VfB Stuttgart","AS Roma","2016",10,9,-1
"4137","Left Winger",27,"Genoa","AS Roma","2016",9.5,9,-0.5
"4138","Defensive Midfield",28,"KAA Gent","Watford","2016",7.5,9,1.5
"4139","Centre-Forward",26,"Pescara","AC Milan","2016",6.5,9,2.5
"4140","Right Winger",28,"Stade Rennais","Hull City","2016",6,9,3
"4141","Right-Back",27,"Newcastle","Watford","2016",7.5,8.9,1.4
"4142","Centre-Forward",22,"Racing Club","JS Suning","2016",1.2,8.9,7.7
"4143","Left Winger",19,"Charlton","Everton","2016",1.5,8.8,7.3
"4144","Central Midfield",28,"RSC Anderlecht","Burnley","2016",6,8.6,2.6
"4145","Centre-Forward",17,"AIK Solna","Bor. Dortmund","2016",1.75,8.6,6.85
"4146","Left Winger",29,"Fenerbahce","Valencia CF","2016",14.5,8.5,-6
"4147","Central Midfield",26,"Aston Villa","Everton","2016",9,8.5,-0.5
"4148","Centre-Back",20,"River Plate","Olympique Lyon","2016",7,8.5,1.5
"4149","Attacking Midfield",28,"Sparta Praha","HN Jianye","2016",3.5,8.5,5
"4150","Left-Back",20,"Flamengo","Monaco","2016",2.5,8.5,6
"4151","Centre-Back",23,"Lanús","AC Milan","2016",1.75,8.5,6.75
"4152","Attacking Midfield",24,"Racing Club","SH Shenhua","2016",7,8.4,1.4
"4153","Right Midfield",27,"Liaoning FC","BJ Sinobo Guoan","2016",0.225,8.28,8.055
"4154","Centre-Back",27,"GZ R&F","BJ Sinobo Guoan","2016",0.2,8.27,8.07
"4155","Right Winger",20,"Aston Villa","Middlesbrough","2016",8,8.25,0.25
"4156","Second Striker",22,"Pescara","Inter","2016",3.5,8.25,4.75
"4157","Attacking Midfield",23,"FCS Bucharest","RSC Anderlecht","2016",3.5,8.2,4.7
"4158","Left Winger",25,"Wigan","Norwich","2016",0.75,8.2,7.45
"4159","Defensive Midfield",28,"Liaoning FC","SH Shenhua","2016",0.2,8.2,8
"4160","Centre-Back",25,"FC Barcelona","Bor. Dortmund","2016",12,8,-4
"4161","Defensive Midfield",28,"Genoa","Juventus","2016",9,8,-1
"4162","Attacking Midfield",26,"Newcastle","Marseille","2016",8,8,0
"4163","Right Winger",22,"Monaco","Wolves","2016",7.5,8,0.5
"4164","Centre-Back",26,"Paris SG","FC Schalke 04","2016",7,8,1
"4165","Goalkeeper",23,"Internacional","AS Roma","2016",7,8,1
"4166","Centre-Forward",24,"SM Caen","Tigres UANL","2016",5.5,8,2.5
"4167","Attacking Midfield",31,"Juventus","HB CFFC","2016",5,8,3
"4168","Defensive Midfield",26,"Real Betis","Villarreal CF","2016",3.5,8,4.5
"4169","Centre-Back",21,"Braga","Lazio","2016",3.5,8,4.5
"4170","Defensive Midfield",22,"Atlético-PR","Zenit S-Pb","2016",1.75,8,6.25
"4171","Left-Back",24,"AS Roma","Inter","2016",6,7.8,1.8
"4172","Attacking Midfield",31,"Besiktas","AC Milan","2016",8,7.5,-0.5
"4173","Second Striker",28,"VfL Wolfsburg","Werder Bremen","2016",8,7.5,-0.5
"4174","Centre-Forward",20,"AS Roma","Real Betis","2016",7.5,7.5,0
"4175","Centre-Back",25,"Sevilla FC","Bor. M'gladbach","2016",7,7.5,0.5
"4176","Attacking Midfield",22,"Lanús","Atlanta United","2016",5.5,7.5,2
"4177","Centre-Forward",23,"Ahly","TJ Teda","2016",2,7.25,5.25
"4178","Second Striker",28,"M. Tel Aviv","GZ R&F","2016",4,7.23,3.23
"4179","Right Winger",21,"Huracán","Villarreal CF","2016",5,7.2,2.2
"4180","Left Winger",19,"Pa?os Ferreira","Atlético Madrid","2016",3,7.2,4.2
"4181","Centre-Forward",28,"Aston Villa","Middlesbrough","2016",7,7.1,0.0999999999999996
"4182","Left-Back",22,"Olympiacos","West Ham","2016",7,7.1,0.0999999999999996
"4183","Left Winger",25,"Real Madrid","Villarreal CF","2016",10,7,-3
"4184","Centre-Forward",28,"Fulham","Benfica","2016",9.5,7,-2.5
"4185","Goalkeeper",24,"Man City","Real Sociedad","2016",8,7,-1
"4186","Defensive Midfield",29,"Krasnodar","SIPG","2016",7,7,0
"4187","Left Winger",21,"AFC Ajax","LOSC Lille","2016",6.5,7,0.5
"4188","Centre-Forward",27,"Real Sociedad","Rubin Kazan","2016",6,7,1
"4189","Centre-Back",23,"RB Salzburg","FC Augsburg","2016",6,7,1
"4190","Attacking Midfield",26,"Grêmio","Zenit S-Pb","2016",5,7,2
"4191","Centre-Forward",23,"Atlético Madrid","Espanyol","2016",4,7,3
"4192","Central Midfield",19,"Leeds","Bournemouth","2016",4,7,3
"4193","Right Winger",29,"UNAM Pumas","Tigres UANL","2016",3,7,4
"4194","Centre-Forward",22,"Deportivo Cali","SZ FC","2016",1.15,7,5.85
"4195","Centre-Back",25,"KRC Genk","Watford","2016",6,6.95,0.95
"4196","Centre-Forward",23,"Chelsea","Middlesbrough","2016",5,6.9,1.9
"4197","Left-Back",23,"ZJ Greentown","JS Suning","2016",0.175,6.87,6.695
"4198","Left Winger",20,"Vélez Sarsfield","Maldonado","2016",0.2,6.75,6.55
"4199","Goalkeeper",24,"KAA Gent","Newcastle","2016",6.5,6.6,0.0999999999999996
"4200","Centre-Forward",27,"Chiapas FC","América","2016",3,6.6,3.6
"4201","Centre-Back",24,"Blackburn","Newcastle","2016",2.5,6.6,4.1
"4202","Left-Back",23,"Galatasaray","FC Porto","2016",8.5,6.5,-2
"4203","Left-Back",22,"Atlético-MG","Hamburger SV","2016",6,6.5,0.5
"4204","Right Winger",25,"QPR","West Brom","2016",6,6.5,0.5
"4205","Attacking Midfield",26,"Hannover 96","Sevilla FC","2016",4.5,6.5,2
"4206","Centre-Forward",23,"Granada CF","1.FSV Mainz 05","2016",3.5,6.5,3
"4207","Centre-Back",25,"Braga","FC Porto","2016",2.75,6.5,3.75
"4208","Right Winger",24,"AC Milan","Bologna","2016",2,6.5,4.5
"4209","Centre-Forward",20,"AC Le Havre","Bournemouth","2016",0.4,6.5,6.1
"4210","Central Midfield",20,"FC Sion","West Ham","2016",4.5,6.4,1.9
"4211","Goalkeeper",23,"1.FSV Mainz 05","Liverpool","2016",7,6.2,-0.8
"4212","Left Winger",25,"FC Barcelona","Paris SG","2017",100,222,122
"4213","Attacking Midfield",25,"Liverpool","FC Barcelona","2017",90,125,35
"4214","Right Winger",20,"Bor. Dortmund","FC Barcelona","2017",33,115,82
"4215","Centre-Forward",24,"Everton","Man Utd","2017",50,84.7,34.7
